business_id,name,stars,latitude,longitude,cuisine,neighborhood
Zck402AjweHeb9ViMA0QyQ,Publix,3.5,33.799073,-84.371806,Other,Piedmont Heights
n5UGPz-Nvb0lTXpJW6FCew,Subway,2.0,33.8528383,-84.3628564,Sandwiches,Buckhead
HpyEdv-xg2daiyTq4uO95w,Supreme Fish Delight,3.5,33.6081696,-84.4371467,Seafood,Other
qkhbSCNq-kx8FnkVtQE7dQ,Atlanta City Juice Bar & Vegan Lounge,4.0,33.7694975871,-84.3850137,Other,SoNo
7YaMaY9e8hjzjoKKKclkcw,gusto! West Midtown,4.5,33.7911579,-84.4066519,Fast Food,Midtown
s4PGor9wrgoTNwcbrLVPwA,MidiCi The Neapolitan Pizza Company,3.5,33.7811016,-84.3837163,Italian,Midtown Atlanta
Y8RYlyXS268p463XXDSRoA,City View Cafe,4.5,33.8741038153,-84.4584242471,Cafes,Cumberland
faIpRqidnIiR4Ov5slNhnw,Graveyard Tavern,3.0,33.7400183,-84.3466872,American (New),East Atlanta
JFfIKP_tHh-KMZU5_GGk9Q,Galla's Pizza,3.5,33.882019043,-84.318901062,Pizza,Ashford Park
aS8MSBb0m_qr_jFnyRUzBQ,Little European Bakery,3.5,33.9272041,-84.3811038,Other,Other
SdHy9PY_y6s-tv3Na_B8Wg,Dulce Vegan Bakery and Cafe,4.5,33.7514041,-84.3223341,Vegetarian,Kirkwood
PwcJr_94970pwvd76Fzl6g,Scofflaw Brewing,4.5,33.8132935,-84.4448768,Other,Bolton
MQC1Ji988f9u4kAcV7eSwQ,Backstage Atlanta,3.5,33.6170218,-84.4716111,Seafood,Other
yiywJB2UqOgc34xJcD81SQ,Jamaica Jamaica Authentic Caribbean Restaurant,4.5,33.752107,-84.3893828,Caribbean,South Downtown
rbaAjLCHCML4-XvUuiei_w,Smoothie King,2.0,33.84549,-84.25608,Other,Northlake
5enPbMFK_ZAtoVzlU0dtFg,Alma Cocina Buckhead,4.5,33.844425,-84.3710444,Mexican,Buckhead
1wxso39Rb3NykTP0mGTlvg,Pin & Proper,3.5,33.7247045048,-84.3772939067,American (Traditional),Grant Park
yZNt7GZZmSV-v3DF9q3ghQ,Lake & Oak Neighborhood BBQ,4.5,33.7513379,-84.309958,Southern,East Lake
u87CRppl3MfG1sVb5B4zsw,Luckie Street Grocery,3.0,33.7651485,-84.3964374,Other,Downtown Atlanta
peO5U59fuyboXddz4JrVpQ,Courtyard Atlanta Vinings,3.5,33.866306,-84.471115,American (Traditional),Cumberland
V5ST1RZYMo1nRKRtuK2pAA,Firelight Coffee Roasters,5.0,33.784595,-84.421563,Other,Knight Park/Howell Station
JIhsmgsi2giGU0SC41kvPw,Painted Table Café,3.0,33.7418291,-84.3684964,Sandwiches,Grant Park
ZM4AMqHue_Qec9DVcb9PBw,Edgewood Corner Tavern,3.5,33.754353,-84.372489,American (Traditional),Sweet Auburn
2jRbDcSRT6CSrjHGw2iNjA,American Food and Beverage,4.0,33.838333125,-84.3780715309,American (Traditional),Buckhead
uO4A77jXMPfZmlbf_52zRw,BoccaLupo,4.5,33.7547495779,-84.3628013134,Italian,Inman Park
pn1bHL5pzsRElUAUpainXQ,Brews and Blues Bar,2.0,33.6408628,-84.4443792,American (Traditional),Other
NT_k36Un9rx60sMm73tBhg,Nordstrom Ebar Artisan Coffee,4.5,33.923684,-84.342204,Cafes,Perimeter Center
eU74Ee-z8XdiMCWrWBvngw,Midtown Tavern,3.0,33.7696222,-84.3823775,Gastropubs,SoNo
mchDKdHFQEDuEi6Wdy3oOA,TGI Fridays,2.5,33.6404627751,-84.4256880775,American (Traditional),Other
bn0qqIPOTEK7W1N7BxBFWA,MF Sushi Atlanta,4.0,33.7617045484,-84.3588645011,Sushi Bars,Inman Park
AKy2zm65mK5bti9kOCNVBA,Red Phone Booth,4.5,33.7594349,-84.3870169,Tapas/Small Plates,Peachtree Center
TdJMD9uuKAnRIRgM9OTyKA,Shane's Rib Shack,2.5,33.6407282,-84.4277001,Barbeque,Other
TW01G_oswhDArG65-l1uEw,Kong's Kitchen,3.0,33.7977759,-84.3687652,Chinese,Piedmont Heights
Wl7tWmI69F7xuH4DtZ8Q8g,GLC Cafe,4.0,33.7602157,-84.3870849,Wraps,Peachtree Center
RAQjjfW8XusEvEtO7Ip7Pg,Capital Commons,5.0,33.785853,-84.388079,Sandwiches,Midtown Atlanta
VGHMNIccTuq_xBrHmxkoCQ,Bao Bun Hibachi,4.5,33.801948,-84.4131969,Chinese,Berkeley Park
qT3lI6ByARK7hNDxSBAS0Q,Zesto,3.5,33.7737051,-84.3688567,Burgers,Old Fourth Ward
fVYi0FoAAtefFmdNLGaRkg,Big Dave's Cheesesteaks,3.5,33.756128,-84.3898618,Cheesesteaks,Fairlie-Poplar
GusjB8WXmuzTFLgZHYMFQg,Cook Out,3.5,33.774294,-84.369181,Fast Food,Midtown Atlanta
48Mw_28cc_hVHI-S8dBBWg,The Fill Up Station Restaurant,4.0,33.6886571,-84.4886219,Seafood,Greenbriar
oa9nLpBOA5mV6kBlICbENw,Starbucks,3.0,33.780259,-84.368824,Other,Midtown Atlanta
CXgoVFT6Wjxz5IeaiWODFA,Tasty Eats & Treats,4.5,33.6078046,-84.4462288,Other,Other
HfQRb4Nv1_iy83660UmHCA,Burger Bar & Lounge,1.5,33.755785,-84.3816219,Burgers,Hotel District
RnXTsqt7rvq8U15hmlu7Yg,C & S Seafood and Oyster Bar - Sandy Springs,3.5,33.9221484432,-84.3788928911,Sandwiches,Other
ZN9xNyPPlg7Glj0NfQxYrA,Mocha Pops,5.0,33.7559589,-84.3903015,Other,Fairlie-Poplar
mBFRfHk9MbJfChLUvsuc8A,Auto Spa Bistro,3.0,33.7858644,-84.3983162,American (New),Home Park
_2nD-4GtRCd9gftif40RQw,Baskin-Robbins,3.5,33.8884789,-84.4731484,Other,Other
COgw5a3B_fwmN0BbZObJwg,Urban Wu,4.0,33.84671,-84.374065,Chinese,Buckhead
NyhkT1tQDp3DTn1TYz7nZw,Matador Cantina,3.0,33.7405425,-84.3572346,Mexican,Glenwood Park
yD8kd0Cm9Gp9tVCeSqOKkg,El Taco Veloz,3.5,33.909219,-84.379073,Mexican,Other
Pl_BSZM-dS1R9v29H0hV_Q,Wagaya - Emory Village,4.0,33.7879682,-84.3259796,Sushi Bars,Emory Village
F--l6HzywNlSGigCxrC4XA,Cairo Cuisine,4.5,33.8509253471,-84.2545178533,Middle Eastern,Northlake
M9qxHiUu3WscHK7f1PoOHQ,the Globe,3.5,33.7773754,-84.3893051,American (New),Midtown Atlanta
nEV4MYra75SKDMy0x2difQ,Shane's Rib Shack,3.0,33.8438317,-84.3793137,Barbeque,Buckhead
F0eaHDnN_-zF7KPZu1a2NQ,Industry Tavern,4.0,33.8452336368,-84.3712960295,American (New),Buckhead
2fbTlWG_sIbPVO4m4dM3EA,QDOBA Mexican Eats,2.0,33.640752,-84.444649,Fast Food,Other
ovYGKh5Dznce8s44EzW1HA,Golden Crown Chinese Restaurant,2.5,33.601442,-84.427262,Chinese,Other
p-upL6rsxiE1lqVkdqbvqA,CVS Pharmacy,2.5,33.7532,-84.3918,Other,South Downtown
1zag0Cqc0zRqaXw5YXHBfQ,Super Hong Kong,2.5,33.7579933,-84.3895141,Chinese,Fairlie-Poplar
RMidYXW7UTgmoXRHLORy3A,Phoenix and Dragon Bookstore,4.5,33.905806,-84.377923,Other,Other
0w4FMKvAe372FN0CgM_o0g,Cameli's Pizza,3.5,33.7727846243,-84.363958332,Pizza,Poncey-Highland
2dePBkCe9f1TLZF4wZlYpg,Moto Vietnamese Grill,3.0,33.8166889,-84.351768,French,Lindridge-Martin Manor
kLZr4LI_E_JuRmCw7kg1cw,Z Market,2.5,33.642467,-84.435997,Other,Other
UvVBP5sP3ndPd5p512jVxQ,Carnegie's Downtown Restaurant,2.5,33.755871,-84.3874856,American (Traditional),Hotel District
EKn2RbnLtrFH82WRby6uig,Little Caesars,2.0,33.7410393,-84.4156106,Pizza,West End
cA3QgDuVnQhdBvRZpTYjZA,Atmosphere Bistro,4.0,33.7988482,-84.3684366,Sandwiches,Piedmont Heights
kni47-g5-ux_JhCaxnJYBg,Mu Lan Midtown,3.0,33.777024,-84.3831553,Asian Fusion,Midtown Atlanta
0q8CRIfZwTn24nc1S1Sqeg,Modern Restaurant + Bar,3.5,33.846951,-84.3724385,American (New),Buckhead
L5cLJwdPjS4dx-DEoOztDA,Dtox,4.0,33.7859903,-84.4120101,Other,Home Park
pIHqj-vvGqGI2bWL_B0XFQ,West & Mill Bistro Bar,3.5,33.7785949707,-84.41065979,Breakfast & Brunch,Marietta Street Artery
lE6nbsCARYaECRXjJm0ltA,Zesto,3.5,33.8229125,-84.3669171,American (Traditional),Buckhead
4pBPaZJYO6IHl0tOH6yBBQ,Haveli Indian Cuisine,3.0,33.7607097,-84.3890332,Pakistani,Peachtree Center
58UbC9XukpoPC2fXGIlPiw,Park Bar,4.0,33.7581973,-84.3927991,Burgers,Fairlie-Poplar
716IrWLJ6fTezQyk9Y5m1w,Don Juan Mexican Cantina,2.0,33.757649,-84.394644,Mexican,Centennial Park District
x9zdGdRrH44O1eGLgfZOyA,Dunkin',3.5,33.888464,-84.473252,Other,Other
jze6VTeUWnjxNAMZytrjKA,Chick-fil-A,3.0,33.6563899,-84.501702,Fast Food,Other
PtNXBh_Ol1LiNg3tALCu1Q,Market Across the Street,3.5,33.7615645682,-84.3658286534,Other,Old Fourth Ward
qlDF6b5ZvgF-TZTQVDjQuA,Starbucks,2.0,33.774261,-84.396411,Other,Georgia Tech
r71vMf5o5b4EvzLfnPETZA,Saigon Cafe,3.5,33.8076078,-84.393459,Thai,Buckhead
1SxT2An-E6qxCpe6h5RSCQ,Godiva Chocolatier,3.5,33.923755,-84.340655,Other,Perimeter Center
ZcUB2M-pVd0_6wxyq_TSpw,Wokdragon,3.5,33.845504404,-84.3610376082,Chinese,Buckhead
0gijeNPoUw3PI0BmId7IRQ,Fire Maker Brewing,5.0,33.8002275,-84.4194413,Other,Buckhead
lOdHsuHw797HpuxFZeOaoA,Dunkin',2.0,33.8222461171,-84.367709867,Cafes,Buckhead
9ni75M5-jCc7z_YIQNzciA,Trilogy Cigar Lounge,4.5,33.7649637,-84.3957199,Tapas/Small Plates,Downtown Atlanta
MGpJY3sJnsIOV0xEFPSpkg,Simmer Cafe,4.0,33.8520311,-84.3662805,Indian,Buckhead
irotpMrhguBkmTxT8TAjrA,Kamayan ATL,3.5,33.755711,-84.3883717,Pop-Up Restaurants,Hotel District
3sBYb_IeZgnK6qsyJ2iykw,Pizza Hut,2.0,33.9298062,-84.3789748,Italian,Other
Ksr8qzV_4_InK32KzdlrIQ,Willy's Mexicana Grill,3.5,33.7838926,-84.3786001,Fast Food,Midtown Atlanta
DSb5tQg97p_nh0VZ8bEsRQ,My Fair Sweets,3.5,33.8802441,-84.4685369688,Other,Cumberland
Cal1M9K6LMSWlpqgGr-ZiQ,Papa John's Pizza,1.5,33.7241423,-84.499668,Italian,Other
fQwyxtDT-6BtoJn4ue_CHQ,Phat Phish Café,3.5,33.7255134583,-84.3228149414,Chicken Wings,East Atlanta
FCXzqbC9fjJWVvhZSlZ-kg,Starbucks,2.5,33.894485,-84.329325,Other,North Brookhaven
DAjI2BAQPbmPQh61wvPPDg,Cloud IX Restaurant and Lounge,3.5,33.7496874,-84.3993291,Caribbean,Downtown Atlanta
9rb6oulHoWxhZPJTtEGTdQ,Outback Steakhouse,2.5,33.929529,-84.3446241914,Steakhouses,Perimeter Center
3OBeZzvwjAyB_GWQbolwnw,Grounds Coffeehouse,4.0,33.740295,-84.417026,Other,West End
UtHifIBqqg3iqgWBGPEEwA,Jeni's Splendid Ice Creams,4.5,33.7564548623,-84.3639258761,Other,Inman Park
nj3Xve9RSMwjdq1W0WMLTQ,Bellwood Coffee,5.0,33.810462,-84.4768583,Other,Riverside
QWeGmKo3zjmu_YznG_WQ2Q,Smoothie King,2.0,33.880334,-84.4673166,Other,Cumberland
oowMIX2ZA9GtRvhUVbtrzQ,Chili's Too,2.5,33.639896,-84.446002,Tex-Mex,Other
hLpJP1rngQUeWokxTL1BDw,Whole Foods Market,4.0,33.840923,-84.381408,Other,Buckhead
uB4pn5ZSyruRFA64sibAZw,Pitch & Putt Liquor Store,4.0,33.8044979,-84.3388604,Other,Morningside-Lenox Park
WVE9zta5808vx2zuibwpAw,Pizza Valley,2.0,33.6722765,-84.4588296,Pizza,Other
jz600I3L832Eb9S0A2RNGA,KFC,2.0,33.7589701631,-84.5058739955,Chicken Shop,Adamsville
uFR2V7Vj1DyH4skM2iHmEQ,Zoes Kitchen,3.0,33.8557134,-84.3822648,Sandwiches,Buckhead
5hOODaqRShxIjkkR-wdZoQ,Roam Innovative Workplace: Dunwoody,4.5,33.932562081,-84.3495255743,Cafes,Perimeter Center
3AO3c7V_g8q7Uhq2GamsHw,Formaggio Mio,4.0,33.8167306,-84.3344225,American (New),Merry Hills
TUVM_kneK4GTTD5tKnGJtA,Smoke Ring,3.5,33.7522596,-84.3979815,Sandwiches,Downtown Atlanta
m_SPNDiPfDyOYropLnMqZw,Subway,2.0,33.9043443128,-84.4304381637,Sandwiches,Other
5kqJddCkHexBvAk-lrOwcA,Au Bon Pain,2.5,33.7603348616,-84.387139635,Cafes,Peachtree Center
qFBZbAwolnmlkV4SEwn-nA,Maple Street Biscuit Company,3.5,33.784529,-84.4113861,Comfort Food,Home Park
RzrY0Wv0vE0o3Y38wmyhlg,D B A Barbecue,3.5,33.7872728,-84.3556498,Barbeque,Virginia-Highland
Gwi9PMVb61nrrpUNa9_wfQ,Lure,4.0,33.7849958,-84.3845508,Breakfast & Brunch,Midtown Atlanta
YIRC4Ve-VP7QRblWuQhSCg,Comfort Suites Atlanta Airport,2.0,33.6168752,-84.4055401,American (New),Other
ofzKcM8IecjSRrrwjD33qA,Kingdom seafood market,3.5,33.7066776,-84.4560819,Other,Campbellton Road
OANeoNIHuEWxkaOsZKcmuQ,Soul Bar at Pals Lounge,3.0,33.7557221,-84.3793174,Other,Hotel District
0Fea4UArDOzGYjQbOXE4cw,Sweet Lowdown,3.5,33.7854,-84.3848,Southern,Midtown Atlanta
kwX_qr5f9UzvlIQoRhxXyA,Pie950 Pizza Tavern,3.0,33.7801095,-84.3875659,Pizza,Midtown Atlanta
2gx5zw4vovNIgGD2eFr0cw,Subway,1.0,33.846886,-84.362511,Fast Food,Buckhead
zyBKkV7JeZ8v7WodDtdoHw,Big Easy PO Boys & Creole Cuisine,4.5,33.6815684,-84.4142017,Seafood,Perkerson
li9x6QUN0s33g3ptRNO1VA,Willys Mexicana Grill,3.5,33.7770129,-84.366585,Fast Food,Midtown Atlanta
gGelVRfGdtsczxwbspGPxg,Bucket Shop Cafe,3.5,33.849361,-84.360852,Burgers,Buckhead
yS-I_9pdWfR1z07i9VKlhg,Publix,3.5,33.7927258,-84.3978715,Other,Atlantic Station
nQeuHquFS793NnG_l2OoiA,Jimmy John's,3.0,33.7865192,-84.3990858,Sandwiches,Home Park
0TmdV1bcTG6XBwZ_Scru7A,Bottle Rocket Fine Food and Beverage,4.0,33.7498012,-84.4009739,Japanese,Downtown Atlanta
G9FZ4TQDX464i1WtrY1QpQ,Buffalo Bayou Coffee,3.5,33.7727116,-84.3843072,Other,Midtown Atlanta
8Al9TIUBUtj55RwhjA0Axw,Osteria Cibo Rustico,4.0,33.8145427734,-84.3107338307,Italian,Toco Hills
z24tnrJRX1b8eJBcemHzsg,Elwood's Pizza,3.5,33.8574875,-84.3439447,Pizza,Buckhead
2T2rjvGpqDvsZzdWAiKzPw,Coffee & Bagel Company,2.0,33.811547,-84.3571599,Other,Lindridge-Martin Manor
LIoAv396Yl_ctk4inHogWA,Tierra Mexicana,3.0,33.7405302724,-84.3578566733,Mexican,Glenwood Park
T3wYK7OR1w05TUSQ1mdgbw,Aspen Bartini,2.5,33.839486,-84.377095,American (New),Buckhead
yPFehxaAWCSnHIGNuInFKg,Lenox Square Grill,2.5,33.848185,-84.359775,Diners,Buckhead
cr8kY21MH2HGPxOlJFSwIQ,Atlanta Brewing Co,4.0,33.8184359,-84.4345803,Other,Buckhead
yJk0KJWjY11IpFi18syKDg,Le Caveau Fine Wines,5.0,33.8924549346,-84.3082865717,Other,Other
WIFUDKUfeaF00WHN90HF8w,Subway,2.0,33.8444626,-84.371161,Fast Food,Buckhead
watUGcLJOKBOFJatfB9f3A,Creole Nouvelle,3.5,33.758484,-84.390079,Cajun/Creole,Fairlie-Poplar
KLr4kDdLobK54QtjqEIedQ,Erica's Sidewalk Cafe,4.5,33.7624092,-84.383055,Southern,Hotel District
Yn6KJOGTTf3ATMNcjtE7ng,Boston Fish Supreme,4.5,33.681613,-84.414055,Other,Hammond Park
AqhVJtLhFAUTvw26le1ikA,Argo Tea,2.0,33.6408688797,-84.44259843,Breakfast & Brunch,Other
jJ1ecSluTUZO6rm-zsDrRg,Sweet & Fresh,2.5,33.774037,-84.389226,Salad,Midtown Atlanta
hGCkq8fqTah47-x_7-77bQ,Choo Choo,3.5,33.7561235487,-84.3894834695,Vegetarian,Fairlie-Poplar
u-0IBLfSEjQyZTw7F-1tDw,Rite Aid,3.5,33.7475442,-84.2927514,Other,East Lake
tgbCzuxgSuN01DZ03lSdFg,Slutty Vegan,5.0,33.7544877,-84.3719889,Vegetarian,Old Fourth Ward
B5Argnh7XDyvoXaNvWuRPA,Smokebelly BBQ,3.5,33.842526,-84.383196,American (New),Buckhead
BKmDlKwJD49Tm4DVklAOlg,CVS Pharmacy,1.5,33.8184,-84.3121,Other,Briarcliff Heights
CkWEtj4Y8sG-U9x2eoejvw,Blue Moon Pizza,4.0,33.838711,-84.376879,Pizza,Buckhead
VElMvPypHSeTFoW6Ydk1bQ,TCBY Fountain Oaks Shopping Center,3.0,33.888667,-84.38325,Other,Other
tx5ONFu2zj71JpKwOBYJnQ,Dragon Palace,2.0,33.837232,-84.3097577,Chinese,Sagamore Hills
UExp6ewvtYnEC4W9rUopxg,10 HIGH Club,3.0,33.7768671187,-84.3525872551,Burgers,Virginia-Highland
cZmnKz8AnTVoDLTGbpK_yQ,Bully Boy,4.0,33.7681665,-84.3605306,Seafood,Poncey-Highland
DVeN4_xgq05DHuI0kLTRcA,Roman Delight Pizza & Pasta,1.5,33.757768,-84.394938,Pizza,Centennial Park District
FFM3HZMDZIpHbcmHUri_SA,Whole Foods Market - Chamblee,3.5,33.8848262008,-84.3150252222,Japanese,Other
xHR3CCLtrDMaGzWp9B0luw,Starbucks,2.5,33.85718,-84.343735,Other,Other
wA3UsWEEQcF2yXW_s-L6ZA,Marco's Pizza,3.0,33.8190947349,-84.46142748,Pizza,Bolton
NuW-R4filI1fzmdwTVCa_A,Outback Steakhouse,3.0,33.8167904822,-84.3152915,Steakhouses,Toco Hills
IitsF6awDGy2ipwvdNbP8Q,Chocolate Pink Pastry Cafe,4.0,33.7791016,-84.3824954,Other,Midtown Atlanta
Uyq0gUUTjAa3ED24XC8Fqw,One Luv Cafe ATL,4.0,33.813493,-84.4689258,Caribbean,Riverside
SsqxHuFV-kqoT9SwFBINVQ,Apron,4.0,33.6530043718,-84.4000817712,American (New),Other
AZE7MSz20mzB5eg2tAG5jg,G's Midtown,3.5,33.7817694,-84.3799864,Gastropubs,Midtown Atlanta
bsjyXlPMSPHFLKf89mTvbw,Triple Jays Pizza Bar,4.5,33.7825675,-84.3803896,Pizza,Midtown Atlanta
Gx4O6qbNCZwvfkkQ8aryXQ,Park 75 Lounge and Terrace,3.5,33.786584,-84.385196,Tapas Bars,Midtown Atlanta
OOr37E9_R421c7gi1gezAw,Publix,2.5,33.656438,-84.510764,Other,Princeton Lakes
cg4AOLesJGKCHVV-k2_Tmg,Starbucks,3.0,33.936663,-84.377726,Other,Other
3CTzZgKJ4XDI48jDMc15aA,Publix,4.0,33.8195072,-84.4506585,Other,Other
3hZtYNAb7VTT7n-EyEnyEw,Truffles Grill,3.5,33.8460660936,-84.3588423729,American (Traditional),Buckhead
vx74FK2GqO_RRHq4ehRbmw,Cupcake Lounge,2.5,33.7465232,-84.3741835,Other,Grant Park
cXOp4FIQ2W7J4ht3n5NPNg,Blue Donkey Coffee,4.5,33.7742484,-84.398842,Other,Georgia Tech
YmJpM7SsTwmlFxE8SO63ag,Crescent Moon,3.5,33.848598,-84.256318,Other,Northlake
oHg9rnluRw03Jj3G87x7uw,Little Azio,4.0,33.7338528,-84.3498505,Pizza,Ormewood Park
_K-qKpFTkcJ1Mi81rOjZFQ,Dekalb Bottle House,3.5,33.8371428,-84.3103382,Other,Sagamore Hills
LuhulWM3hCmUplV61rWWAg,CVS Pharmacy,3.0,33.842149,-84.372959,Other,Buckhead
9gzvKbv7xSv4OBvCdpc2Eg,Kevin Rathbun Steak At Turner Field,3.5,33.7365043,-84.3897931,Sandwiches,Summerhill
qiNBAyxiugzfL8VpLDhIeQ,Wahlburgers,3.5,33.888094,-84.470173,Burgers,Cumberland
Q_P-WJobDHbKe7qa1ro6jw,Blue Donkey Coffee Piedmont Pop-Up,5.0,33.7876477633,-84.3730602456,Other,Midtown
KSVwY9ptbC7DJqPd7aicUA,Chin Chin - Howell Mill,3.5,33.8012432677,-84.4134847458,Chinese,Berkeley Park
40JH6F26oMGtjrHtZt8jTA,Great Wall Chinese Restaurant,3.5,33.687261,-84.309303,Chinese,Other
ny7oKXYDuN_xNhmoPQ2LCw,Southeast Package Store,3.5,33.7232791,-84.349818,Other,Woodland Hills
UIgtsuylVzDEq7m9pTCC_w,Pizza Semplice,4.5,33.8586213,-84.3090844,Chicken Wings,Other
kaGOR-0mTYc0xyKNwbImiQ,Henry's Midtown Tavern,3.0,33.7817676,-84.3829507,American (Traditional),Midtown Atlanta
z8Ag5yEqbvXi9Zexn0ptoQ,Chick-fil-A,2.0,33.763621,-84.372305,Fast Food,Old Fourth Ward
ZItpPoBlPjIL9-xyu8hWjQ,Taco Bell,2.5,33.804346,-84.413282,Tex-Mex,Other
AVDaawJTpnm6y1HTgu7sLA,The Brasserie at Bazati,3.5,33.7704638696,-84.3619708344,Brasseries,Poncey-Highland
Ys1RFmINH31eE6IpOZqIDQ,Sushi Mania,3.5,33.857601,-84.3454428,Sushi Bars,Other
PgDQfqeG5-39X4WyIfSzXw,Starbucks,2.5,33.923777,-84.340853,Other,Perimeter Center
6AtGmd-i19wpTZLqv6x1_A,Fado Irish Pub - Atlanta,4.0,33.78056,-84.38428,Irish,Midtown Atlanta
1wCsnvtNTQ7yJB6OXHRY0A,Ameer's Mediterranean Grill,4.5,33.816886,-84.335605,Arabian,Lavista Park
3aVrLRhfttvX6XS5xL-JFg,Morelli's Gourmet Ice Cream & Desserts,4.0,33.7587169,-84.3489329,Cafes,Edgewood
56eFTFYZ771M1r_E05xYfw,Tamarind Seed Thai Bistro,3.5,33.7867887347,-84.382810008,Thai,Midtown Atlanta
srYz1nWmUH_72cpB0db7Cg,Sweet Magnolia Catering,5.0,33.744047,-84.405741,Other,Mechanicsville
KXyKxdBacIM7472g9c1GWw,KC PIT BBQ,3.0,33.9266186,-84.3791161,Barbeque,Other
nUIcBshrzbn2T7SY6-UPYQ,Mrs. Winner's Chicken,2.5,33.6894112302,-84.4853873178,Chicken Shop,Other
oBzM3lQ8OJcf3SRf9dRB3g,5 Napkin Burger,3.0,33.781577,-84.380839,Burgers,Midtown Atlanta
kNpXOAO1ZttZ7ytkSIdmWA,Purely Atlanta,4.0,33.7780871,-84.3838967,Cafes,Midtown Atlanta
-hk-CK7o5cnvbPwFu3Lz4g,Subway,3.0,33.7859501456,-84.4001919504,Sandwiches,Home Park
M1QZWltHwSqtm4ad7L674Q,BP,3.0,33.853836,-84.357828,Other,Ridgedale Park
bIcl1C0cBTmyqO_lfba0uw,Perks Coffee,4.0,33.904389,-84.4664027012,Other,Cumberland
E2KM4BZAjutrtEmE-t-OmQ,Caribou Coffee,3.5,33.843916,-84.370098,Other,Buckhead
7fWfNpepIddQ8PyEy77Ztw,Raku,3.0,33.774355458,-84.4061019484,Korean,Marietta Street Artery
lQHwsGd_r48Q4udTWKg2sg,Arby's,2.0,33.6406432526,-84.4257146873,Sandwiches,Other
vFRHVrRupf-41-2-fSc_gA,Le Lapin,3.0,33.8169465,-84.3748223,French,Buckhead
AaIE0Lh51wBrGElQRqhydg,Caribbean Delight,3.0,33.7393507,-84.4133867,Caribbean,West End
QWw0JGN3ow73Ax93wgzRsQ,Quan Ba 9,3.5,33.866986,-84.301374,Vietnamese,Other
As0FdC-sAoZEWbnlDTDrGA,Chopsticks II,2.5,33.9280201,-84.3114275,Chinese,Other
9a_iqOiVEY1HQzuFlbI1sg,Atlanta Pro Move,1.0,33.907808,-84.485153,Other,Other
n0Ald8nsm2WZDzXkQysCcA,Mimi's In A Minute,3.5,33.837634,-84.3100194,American (Traditional),Other
kGb2Rnh3Uwni5k0qQY-05Q,Nuevo Laredo Cantina,4.0,33.8094340326,-84.4367971832,Mexican,Bolton
UDlTkSNcex2PyOYxJ5gFRQ,Island Take Away And Dining,3.5,33.6044318,-84.4712122,Fast Food,Other
fD8st4ZDTPG6LpM8a6aLRg,Applebee's,2.5,33.9362908,-84.3782817,Steakhouses,Other
giEq4zuQ95kGZiUqcyTDgA,Red Bandanna Pet Food,4.0,33.8506946,-84.4304719,Other,Randall Mill
eMLn_bgh8Jdpg9_UVSuZEw,Ariana Afghan Cuisine,4.0,33.9134094,-84.3791651,Afghan,Other
Fc3cBZlAuY0jxVU7QdYKTA,Miss Crumpy's Hot Wings,3.5,33.7634016,-84.3513845,Fast Food,Inman Park
K4dOzrPNNchcFP_khYxVNA,Arby's,3.5,33.8753038,-84.3803003,Fast Food,Buckhead
_URUNitdozpoMX6cHx-ppg,Buckhead Bar and Grill,3.0,33.8419169,-84.374118,Other,Buckhead
qbhgVm3u1Znqw6gb44dpJA,On The Border Mexican Grill & Cantina,3.0,33.85005,-84.372063,Tex-Mex,Buckhead
xL-lIdhiv3M46zo-Wn9UIg,The Juicy Crab,3.5,33.8019496,-84.4131988,Chicken Wings,Berkeley Park
6lDySAIAVRmQHQ18nhPX8Q,Gordon Biersch,3.0,33.640907,-84.439732,American (New),Other
8Vjb5ptpZb2N3iAOSiuj6g,Boxcar,4.0,33.729955,-84.418626,American (New),West End
a1v2NTEr2Hnd3SLOu749oA,Ray's Pizza,2.5,33.9272144,-84.3786431,Pizza,Other
Q9Lrnhfqk9AZCmzybWK2JA,Best Cajun Asian,3.5,33.755529,-84.3896734,Asian Fusion,Fairlie-Poplar
5XUg2g9fFTo7q_HZiS8Kqg,La Fonda,3.0,33.8316767,-84.3849684,Mexican,Buckhead
SzGaaGRRZraNeBZsaAy8ug,Master's Cafe,3.0,33.9216666,-84.3347309,Cafes,Perimeter Center
_X62IwrLZGLCS3vpKL7oeg,Yebo Beach Haus,4.0,33.8426657,-84.3811047,American (New),Buckhead
Q2T3C0pANh1NuL_ip8IpEg,Kung Fu Tea,4.0,33.7543868,-84.3884334,Other,Five Points
h4d0f2VpgycY5oPBsJowyQ,Brown Bag Seafood,4.5,33.787648,-84.383102,Salad,Midtown Atlanta
AymRYouMbFIKOT7NsDg1kA,Magnolia Grill,4.0,33.660063,-84.425032,American (New),Other
Rcu_Qkth3HlTvTJH93va7g,Atlanta Bar and Grille,4.5,33.861089,-84.339883,American (Traditional),Other
qgex-1jF78aU04gmdi-Ncw,Popeyes Louisiana Kitchen,3.5,33.75445,-84.391383,Fast Food,Five Points
3ZvvF1M4NJF5jZUkqhxQbw,Thumbs Up Diner,4.0,33.7541951268,-84.3685469632,Diners,Old Fourth Ward
Z6OKJtpDUnJvuuObyGZPvg,Vesper,4.0,33.7407235,-84.3578402,Tapas Bars,Glenwood Park
